id,category,role,audience,format,lens,context,prompt
86,写作,内容策略师,家长,邮件草稿,可维护性,时间紧迫,任务编号 P0086。请扮演内容策略师。围绕“写作场景086-时间紧迫”中的文章、脚本、邮件、文案任务，面向家长，模拟用户反馈并归纳模式。请用邮件草稿输出，并从“可维护性”角度做重点判断。要求：保持中立客观；避免虚构事实；最后给出3条可立即执行的下一步。
87,写作,内容策略师,非技术读者,路线图,长期价值,成熟企业,任务编号 P0087。请扮演内容策略师。围绕“写作场景087-成熟企业”中的文章、脚本、邮件、文案任务，面向非技术读者，生成故障排查路径。请用路线图输出，并从“长期价值”角度做重点判断。要求：先给结论再解释；包含失败预案；最后给出3条可立即执行的下一步。
88,写作,内容策略师,中小企业主,PRD片段,质量,需要降本,任务编号 P0088。请扮演内容策略师。围绕“写作场景088-需要降本”中的文章、脚本、邮件、文案任务，面向中小企业主，把目标拆成里程碑。请用PRD片段输出，并从“质量”角度做重点判断。要求：包含失败预案；语言简洁，不说空话；最后给出3条可立即执行的下一步。
89,写作,内容策略师,资深从业者,表格,用户体验,流程混乱,任务编号 P0089。请扮演内容策略师。围绕“写作场景089-流程混乱”中的文章、脚本、邮件、文案任务，面向资深从业者，提出可复用命名规范。请用表格输出，并从“用户体验”角度做重点判断。要求：用中文输出；按难易度排序；最后给出3条可立即执行的下一步。
90,写作,内容策略师,自由职业者,邮件草稿,学习曲线,数据不足,任务编号 P0090。请扮演内容策略师。围绕“写作场景090-数据不足”中的文章、脚本、邮件、文案任务，面向自由职业者，创建风险登记册。请用邮件草稿输出，并从“学习曲线”角度做重点判断。要求：标注假设和不确定性；先给结论再解释；最后给出3条可立即执行的下一步。
91,写作,内容策略师,设计团队,路线图,效率,公开发布,任务编号 P0091。请扮演内容策略师。围绕“写作场景091-公开发布”中的文章、脚本、邮件、文案任务，面向设计团队，制定一份可执行方案。请用路线图输出，并从“效率”角度做重点判断。要求：按影响力排序；给出示例输入输出；最后给出3条可立即执行的下一步。
92,写作,内容策略师,投资人,PRD片段,风险,多方协作,任务编号 P0092。请扮演内容策略师。围绕“写作场景092-多方协作”中的文章、脚本、邮件、文案任务，面向投资人，列出关键问题并给出优先级。请用PRD片段输出，并从“风险”角度做重点判断。要求：必要时提出澄清问题；给出至少一个反例；最后给出3条可立即执行的下一步。
93,写作,内容策略师,海外用户,表格,增长,预算有限,任务编号 P0093。请扮演内容策略师。围绕“写作场景093-预算有限”中的文章、脚本、邮件、文案任务，面向海外用户，生成三种风格完全不同的版本。请用表格输出，并从“增长”角度做重点判断。要求：给出至少一个反例；保持中立客观；最后给出3条可立即执行的下一步。
94,写作,内容策略师,专家评审,邮件草稿,短期落地,初创团队,任务编号 P0094。请扮演内容策略师。围绕“写作场景094-初创团队”中的文章、脚本、邮件、文案任务，面向专家评审，把复杂内容改写成新手也能懂的说明。请用邮件草稿输出，并从“短期落地”角度做重点判断。要求：按难易度排序；适合在一天内开始执行；最后给出3条可立即执行的下一步。
95,写作,内容策略师,大学生,路线图,成本,需要扩张,任务编号 P0095。请扮演内容策略师。围绕“写作场景095-需要扩张”中的文章、脚本、邮件、文案任务，面向大学生，设计一个从零到一的工作流。请用路线图输出，并从“成本”角度做重点判断。要求：避免虚构事实；必要时提出澄清问题；最后给出3条可立即执行的下一步。
96,写作,内容策略师,管理层,PRD片段,可维护性,新市场验证,任务编号 P0096。请扮演内容策略师。围绕“写作场景096-新市场验证”中的文章、脚本、邮件、文案任务，面向管理层，创建检查清单并标注常见坑。请用PRD片段输出，并从“可维护性”角度做重点判断。要求：避免专业黑话；输出可直接复制使用；最后给出3条可立即执行的下一步。
97,写作,内容策略师,内容创作者,表格,长期价值,竞品压力,任务编号 P0097。请扮演内容策略师。围绕“写作场景097-竞品压力”中的文章、脚本、邮件、文案任务，面向内容创作者，模拟专家评审并指出改进点。请用表格输出，并从“长期价值”角度做重点判断。要求：包含衡量标准；提供简短版本和完整版本；最后给出3条可立即执行的下一步。
98,写作,内容策略师,销售团队,邮件草稿,质量,准备上线,任务编号 P0098。请扮演内容策略师。围绕“写作场景098-准备上线”中的文章、脚本、邮件、文案任务，面向销售团队，根据目标用户重写表达。请用邮件草稿输出，并从“质量”角度做重点判断。要求：提供简短版本和完整版本；按影响力排序；最后给出3条可立即执行的下一步。
99,写作,内容策略师,教师,路线图,用户体验,高不确定性,任务编号 P0099。请扮演内容策略师。围绕“写作场景099-高不确定性”中的文章、脚本、邮件、文案任务，面向教师，提炼核心洞察并给出行动建议。请用路线图输出，并从“用户体验”角度做重点判断。要求：适合在一天内开始执行；包含可执行下一步；最后给出3条可立即执行的下一步。
100,写作,内容策略师,本地用户,PRD片段,学习曲线,远程协作,任务编号 P0100。请扮演内容策略师。围绕“写作场景100-远程协作”中的文章、脚本、邮件、文案任务，面向本地用户，设计一套可量化指标。请用PRD片段输出，并从“学习曲线”角度做重点判断。要求：给出示例输入输出；包含衡量标准；最后给出3条可立即执行的下一步。
101,编程,资深软件工程师,中小企业主,编号清单,质量,初创团队,任务编号 P0101。请扮演资深软件工程师。围绕“编程场景001-初创团队”中的代码、架构、调试、测试任务，面向中小企业主，列出关键问题并给出优先级。请用编号清单输出，并从“质量”角度做重点判断。要求：包含可执行下一步；给出至少一个反例；最后给出3条可立即执行的下一步。
102,编程,资深软件工程师,资深从业者,对话脚本,用户体验,需要扩张,任务编号 P0102。请扮演资深软件工程师。围绕“编程场景002-需要扩张”中的代码、架构、调试、测试任务，面向资深从业者，生成三种风格完全不同的版本。请用对话脚本输出，并从“用户体验”角度做重点判断。要求：输出可直接复制使用；保持中立客观；最后给出3条可立即执行的下一步。
